math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
98,92,81,100,60,64,65,15,76,42,Electrical Engineering
75,81,59,80,26,64,12,15,34,37,Electronics & Communication
94,63,57,76,36,56,59,60,87,41,Electrical Engineering
71,81,63,100,59,29,97,68,19,71,Mechanical Engineering
55,90,58,42,22,32,37,42,53,75,Software Development
78,68,53,44,65,75,80,33,65,43,Robotics / Automation
74,86,78,76,90,72,64,81,92,48,Data Science / AI
82,71,48,49,77,43,47,15,24,60,Cybersecurity
71,69,82,88,80,10,77,67,34,73,Cybersecurity
84,67,49,82,40,71,95,80,77,47,Electronics & Communication
82,40,57,62,15,37,39,92,57,45,Software Development
76,59,69,71,23,95,57,67,98,32,Electrical Engineering
72,61,60,55,74,57,82,84,100,38,Electronics & Communication
80,80,58,100,46,83,33,12,67,62,Cybersecurity
70,94,60,40,61,86,100,83,89,83,Robotics / Automation
81,75,70,63,94,47,80,92,87,88,Software Development
74,64,65,90,76,47,28,78,56,79,Data Science / AI
77,81,66,68,28,52,82,23,47,32,Robotics / Automation
57,66,40,64,82,89,34,32,34,43,Cybersecurity
73,80,65,81,38,47,28,65,61,37,Electrical Engineering
42,71,44,53,89,99,12,81,70,49,Civil Engineering
72,91,75,75,60,91,25,68,63,33,Robotics / Automation
74,61,61,82,32,37,49,81,39,96,Cloud / DevOps
54,80,64,89,51,95,94,87,56,61,Mechanical Engineering
89,46,61,59,94,81,12,46,10,74,Cloud / DevOps
47,56,100,85,94,25,28,98,82,85,Civil Engineering
100,84,58,68,13,80,28,61,85,75,Electrical Engineering
83,78,61,47,65,94,44,21,80,78,Electronics & Communication
100,69,65,77,54,62,90,19,37,31,Electronics & Communication
71,73,89,72,71,64,22,96,97,48,Electrical Engineering
57,69,63,100,77,50,83,53,25,62,Cloud / DevOps
92,73,50,52,44,61,79,29,40,69,Robotics / Automation
75,77,64,66,90,15,13,31,71,58,Software Development
66,71,40,55,10,95,75,65,86,80,Robotics / Automation
65,90,57,78,18,17,24,59,74,55,Data Science / AI
78,91,88,73,20,95,34,88,52,33,Civil Engineering
67,62,66,67,16,18,58,77,17,65,Data Science / AI
83,78,78,97,47,90,87,19,51,36,Robotics / Automation
100,73,86,68,62,32,90,76,35,86,Robotics / Automation
92,87,85,76,90,28,16,57,38,65,Cybersecurity
64,51,69,100,12,73,66,66,86,66,Electrical Engineering
70,83,82,69,30,17,67,27,61,82,Cybersecurity
94,40,51,58,86,27,54,12,81,41,Cloud / DevOps
62,77,74,82,90,70,59,16,30,38,Mechanical Engineering
83,57,51,82,12,60,77,96,78,63,Electrical Engineering
65,48,84,100,34,35,35,68,39,41,Cybersecurity
98,74,79,99,50,55,31,35,54,81,Data Science / AI
65,88,74,91,69,79,20,69,11,56,Cybersecurity
77,91,73,48,96,23,20,87,30,30,Cloud / DevOps
96,57,88,73,24,38,64,40,75,70,Electrical Engineering
92,89,76,84,69,73,79,83,54,78,Mechanical Engineering
81,41,71,54,34,37,67,19,95,99,Electronics & Communication
77,54,52,100,49,43,85,16,31,71,Software Development
91,71,72,70,28,60,47,75,15,42,Civil Engineering
83,61,84,70,65,45,46,16,40,87,Cloud / DevOps
68,72,61,80,97,42,23,60,70,98,Data Science / AI
66,79,88,62,28,69,73,95,75,51,Mechanical Engineering
73,78,63,83,19,11,30,91,21,92,Civil Engineering
83,88,60,58,85,78,33,23,90,54,Cybersecurity
70,57,78,54,76,63,31,83,79,73,Electronics & Communication
100,91,70,90,97,87,66,39,64,59,Data Science / AI
50,100,61,72,24,75,32,79,97,70,Civil Engineering
47,79,53,76,62,13,53,39,83,87,Software Development
66,55,57,79,73,99,85,79,91,84,Electronics & Communication
55,60,79,100,97,25,68,71,99,37,Electrical Engineering
82,58,64,75,73,40,61,76,28,31,Civil Engineering
69,85,73,91,10,58,79,28,20,51,Mechanical Engineering
70,91,67,57,38,90,54,51,96,50,Electrical Engineering
100,44,58,63,60,96,94,56,11,72,Electronics & Communication
100,99,92,69,67,23,97,43,61,49,Mechanical Engineering
100,77,84,78,76,93,32,19,83,47,Cybersecurity
74,68,66,85,82,60,68,86,15,98,Cybersecurity
80,71,92,40,40,65,89,87,79,66,Mechanical Engineering
82,82,87,73,30,26,14,52,14,59,Electronics & Communication
78,86,92,69,65,86,98,42,74,67,Mechanical Engineering
79,97,40,62,48,87,53,88,75,100,Electrical Engineering
96,88,77,66,92,20,46,54,67,99,Cloud / DevOps
61,63,93,63,14,98,93,66,21,75,Cybersecurity
76,60,82,65,40,79,61,67,59,91,Cloud / DevOps
73,46,45,75,79,94,33,13,88,87,Cybersecurity
55,100,40,60,58,19,88,18,90,89,Robotics / Automation
75,66,53,57,88,78,73,59,79,49,Cloud / DevOps
60,67,99,76,74,73,29,26,50,96,Cloud / DevOps
92,79,86,40,73,14,92,78,50,97,Mechanical Engineering
70,91,61,100,61,92,33,97,90,60,Electronics & Communication
97,64,62,56,16,99,44,13,94,76,Electronics & Communication
65,53,76,48,58,89,52,97,68,34,Software Development
84,81,45,100,96,25,31,45,79,52,Cybersecurity
82,83,58,86,57,44,42,33,77,80,Electronics & Communication
91,70,100,75,85,60,35,27,55,67,Data Science / AI
92,76,78,44,91,41,91,27,97,98,Cybersecurity
80,60,57,100,60,38,34,79,83,43,Electronics & Communication
71,56,64,51,61,31,43,20,97,71,Electrical Engineering
96,61,77,99,78,53,71,32,53,79,Data Science / AI
67,79,54,100,83,31,61,85,38,58,Civil Engineering
89,69,58,72,53,77,87,97,57,43,Civil Engineering
69,100,51,77,38,74,23,81,100,80,Electronics & Communication
74,70,68,72,56,13,92,72,76,63,Electronics & Communication
88,81,76,40,81,51,12,88,51,92,Cybersecurity
79,47,79,100,43,38,10,34,49,45,Electronics & Communication
61,68,61,97,83,19,24,71,86,91,Civil Engineering
76,97,76,79,31,16,35,76,100,72,Electrical Engineering
76,84,43,76,44,14,21,56,36,80,Mechanical Engineering
73,82,67,56,21,51,47,68,23,71,Civil Engineering
75,55,41,88,35,23,37,32,56,57,Electrical Engineering
83,79,89,63,70,77,22,40,64,87,Civil Engineering
53,70,64,59,15,12,89,44,29,43,Mechanical Engineering
73,62,42,67,21,14,55,32,68,79,Electronics & Communication
57,75,60,95,25,99,85,77,70,37,Mechanical Engineering
99,82,46,100,71,10,44,56,26,60,Electronics & Communication
98,72,89,65,77,81,54,61,30,47,Cybersecurity
47,60,95,48,81,64,63,17,51,94,Electrical Engineering
74,72,62,67,67,78,66,45,48,51,Cybersecurity
76,63,48,78,73,100,53,75,53,65,Electronics & Communication
91,85,57,52,90,53,85,64,56,70,Cybersecurity
70,95,79,87,32,74,26,48,88,45,Electrical Engineering
88,78,71,86,98,64,52,13,27,30,Software Development
66,50,80,97,15,29,49,57,91,59,Electrical Engineering
58,84,95,74,19,40,26,92,24,71,Civil Engineering
62,73,61,63,50,18,36,10,51,73,Robotics / Automation
81,47,48,75,14,76,36,91,91,84,Electrical Engineering
74,77,98,76,97,22,46,48,46,96,Cloud / DevOps
83,57,81,65,59,85,89,72,28,93,Cloud / DevOps
76,70,85,51,64,67,91,66,47,82,Cybersecurity
40,68,77,77,10,26,56,75,100,51,Civil Engineering
93,78,61,40,57,46,36,18,77,57,Electrical Engineering
71,87,64,75,100,79,23,27,34,38,Data Science / AI
81,56,79,100,35,87,28,92,10,69,Data Science / AI
72,55,69,40,17,58,11,21,76,61,Electronics & Communication
80,78,95,71,43,72,30,36,80,89,Electronics & Communication
81,59,64,47,13,78,31,70,61,96,Data Science / AI
72,67,74,63,95,68,32,33,54,91,Cloud / DevOps
76,66,65,76,51,43,56,81,90,64,Electronics & Communication
75,83,68,68,27,58,29,83,14,71,Civil Engineering
72,61,64,100,28,89,21,75,95,88,Electronics & Communication
61,67,64,70,94,80,40,23,60,36,Electronics & Communication
70,76,44,93,33,66,25,92,70,52,Civil Engineering
84,53,40,57,18,68,97,37,35,86,Cloud / DevOps
71,100,78,42,82,93,84,33,13,71,Data Science / AI
64,71,73,51,32,29,83,82,88,57,Robotics / Automation
72,61,53,79,31,22,64,51,94,39,Electronics & Communication
86,84,78,66,40,80,80,28,40,51,Robotics / Automation
85,76,72,63,93,56,99,41,83,99,Data Science / AI
67,73,100,80,50,81,49,44,63,45,Robotics / Automation
65,59,62,100,92,69,73,38,30,80,Mechanical Engineering
69,85,64,79,41,12,83,52,43,62,Robotics / Automation
86,63,60,100,88,24,33,67,87,86,Software Development
89,83,81,83,33,83,32,66,18,50,Software Development
100,72,78,48,52,41,95,86,69,97,Robotics / Automation
62,53,89,40,24,37,72,100,51,47,Electronics & Communication
68,40,57,66,76,41,26,29,13,42,Cybersecurity
95,77,57,94,56,60,16,80,34,52,Civil Engineering
75,72,51,57,14,15,43,80,72,89,Electronics & Communication
62,72,71,100,54,97,36,98,100,77,Civil Engineering
80,40,73,48,95,75,55,33,40,98,Cloud / DevOps
60,59,60,50,17,15,35,12,45,68,Cloud / DevOps
78,50,75,100,59,92,20,83,83,71,Electrical Engineering
55,67,40,69,68,18,54,30,36,41,Software Development
84,82,71,91,29,92,83,31,85,74,Mechanical Engineering
100,97,62,48,21,48,35,71,45,95,Civil Engineering
68,57,76,53,34,17,88,35,10,83,Robotics / Automation
73,84,68,57,20,36,97,85,73,41,Mechanical Engineering
92,43,65,74,28,60,16,91,29,49,Data Science / AI
75,74,79,74,36,30,25,97,99,88,Electronics & Communication
69,65,60,89,69,94,27,16,24,41,Data Science / AI
65,84,70,65,24,58,61,23,26,53,Software Development
84,61,79,78,25,89,14,67,27,73,Electronics & Communication
66,79,78,95,66,41,35,89,37,34,Civil Engineering
89,79,53,100,47,83,34,65,58,73,Cloud / DevOps
53,86,76,53,78,11,94,32,68,68,Mechanical Engineering
73,70,89,62,29,46,32,22,21,66,Software Development
71,40,96,55,81,97,60,90,77,47,Cybersecurity
79,70,68,89,11,83,95,51,27,49,Mechanical Engineering
100,75,79,80,58,26,12,85,34,76,Civil Engineering
90,65,86,94,54,58,18,93,10,57,Civil Engineering
91,62,67,79,26,98,84,73,12,42,Cloud / DevOps
54,95,69,80,68,25,28,45,34,84,Civil Engineering
66,52,60,78,80,51,79,56,59,69,Cybersecurity
85,74,75,68,37,13,43,19,29,33,Cybersecurity
82,94,80,89,71,16,64,25,56,50,Robotics / Automation
79,49,54,83,39,81,73,45,17,51,Software Development
74,78,95,88,66,20,65,64,85,32,Electronics & Communication
93,73,57,73,39,26,26,46,77,43,Electronics & Communication
62,95,81,84,50,43,30,97,90,30,Civil Engineering
93,41,78,51,38,99,100,46,14,61,Software Development
74,67,79,79,25,12,88,56,61,93,Robotics / Automation
95,62,80,77,57,64,49,89,18,77,Robotics / Automation
50,58,67,95,85,96,54,57,46,84,Cybersecurity
81,54,67,100,41,42,71,23,27,62,Robotics / Automation
76,67,77,88,65,10,24,15,81,37,Electrical Engineering
68,79,65,87,75,25,14,36,13,82,Electronics & Communication
77,79,58,60,39,22,67,61,45,41,Robotics / Automation
89,70,74,69,30,64,76,15,79,31,Electrical Engineering
88,62,67,89,95,56,67,23,28,33,Software Development
92,64,99,80,53,100,17,69,20,55,Electronics & Communication
59,77,64,82,15,62,67,23,41,36,Robotics / Automation
74,73,56,92,39,52,20,16,46,76,Electronics & Communication
57,55,75,100,45,72,48,35,61,52,Data Science / AI
69,82,86,89,100,35,13,12,82,85,Electrical Engineering
70,55,40,70,54,78,77,96,55,87,Electrical Engineering
92,55,80,57,100,64,86,42,73,33,Data Science / AI
76,82,60,78,25,81,10,52,35,55,Electrical Engineering
68,82,73,76,30,66,42,65,60,85,Cybersecurity
98,81,59,73,20,55,84,18,77,60,Mechanical Engineering
73,73,100,81,99,70,12,14,17,64,Cloud / DevOps
44,63,41,69,63,64,22,49,52,33,Data Science / AI
45,58,47,81,24,16,67,85,72,89,Data Science / AI
75,76,68,49,42,14,12,93,43,60,Civil Engineering
82,100,76,67,79,80,18,82,99,64,Software Development
53,58,76,94,50,41,95,100,18,70,Cybersecurity
78,83,80,84,15,42,88,87,74,34,Robotics / Automation
65,74,57,75,92,86,73,60,87,97,Robotics / Automation
79,97,50,83,91,38,92,18,35,89,Cloud / DevOps
97,83,82,85,97,25,63,58,87,67,Software Development
94,55,49,74,62,58,22,29,37,92,Mechanical Engineering
42,90,88,67,16,72,71,83,44,61,Mechanical Engineering
69,70,70,77,32,51,65,33,36,95,Mechanical Engineering
83,69,84,83,84,82,24,88,67,31,Software Development
65,92,49,73,43,31,65,94,27,33,Civil Engineering
89,61,74,84,37,69,16,75,68,99,Cybersecurity
62,70,67,65,23,21,62,17,30,33,Mechanical Engineering
100,60,85,67,22,79,20,40,57,95,Electronics & Communication
58,73,79,91,84,67,28,24,20,86,Software Development
98,100,73,63,78,74,90,85,47,95,Software Development
81,68,83,51,19,79,61,43,48,98,Cybersecurity
100,84,44,62,30,25,67,55,76,95,Electrical Engineering
87,89,50,87,83,66,74,57,66,31,Data Science / AI
45,70,86,65,17,13,43,79,15,83,Civil Engineering
52,74,60,86,70,50,70,95,21,53,Civil Engineering
61,60,40,78,34,58,82,20,48,81,Data Science / AI
72,54,72,93,92,95,20,30,75,93,Cybersecurity
71,76,74,53,31,86,95,64,81,94,Mechanical Engineering
100,64,79,88,69,60,84,95,71,36,Electronics & Communication
72,81,73,49,15,85,55,39,25,63,Data Science / AI
70,62,63,51,84,64,24,55,64,35,Robotics / Automation
91,96,84,97,80,92,41,32,72,66,Data Science / AI
69,62,58,86,52,58,55,23,68,80,Cybersecurity
78,70,89,82,47,91,15,87,63,66,Civil Engineering
62,61,80,93,88,58,59,79,41,63,Electrical Engineering
83,100,94,82,13,44,67,75,49,49,Civil Engineering
62,52,64,88,18,66,11,29,81,73,Data Science / AI
100,78,87,70,59,28,30,55,84,61,Electronics & Communication
84,84,40,67,45,79,79,26,10,94,Mechanical Engineering
89,76,52,40,44,78,61,78,99,94,Electrical Engineering
69,70,56,77,88,15,65,27,43,80,Robotics / Automation
82,82,40,51,29,77,66,87,83,38,Electronics & Communication
70,80,77,83,12,89,18,21,48,39,Cloud / DevOps
69,67,59,88,24,85,41,55,94,50,Electrical Engineering
61,84,73,74,62,23,39,37,70,82,Software Development
65,51,60,69,53,33,41,15,42,71,Electronics & Communication
40,69,83,85,75,22,61,52,99,32,Cybersecurity
67,72,61,77,56,45,48,73,28,63,Civil Engineering
98,86,77,66,25,88,22,64,50,34,Cloud / DevOps
86,46,66,85,99,47,45,13,82,83,Cloud / DevOps
86,82,74,71,18,70,71,18,76,46,Robotics / Automation
83,57,57,76,86,78,83,79,90,35,Software Development
77,44,76,88,61,69,80,28,22,64,Data Science / AI
73,100,59,68,66,44,62,76,23,58,Civil Engineering
69,70,65,49,51,89,33,60,90,78,Electronics & Communication
66,70,88,100,79,64,88,94,78,61,Electronics & Communication
95,60,59,72,99,89,80,66,49,94,Cloud / DevOps
100,69,50,65,82,49,98,21,51,73,Cybersecurity
86,82,66,87,50,94,16,24,25,47,Cybersecurity
40,73,82,60,17,97,71,56,41,78,Mechanical Engineering
62,44,93,62,54,24,19,70,20,84,Software Development
78,81,92,72,39,86,78,81,60,56,Robotics / Automation
66,74,89,71,50,41,62,100,92,46,Electrical Engineering
60,48,51,90,75,84,43,51,57,37,Electrical Engineering
70,62,59,76,72,10,16,13,86,68,Electrical Engineering
71,67,90,100,48,77,84,42,32,36,Mechanical Engineering
50,76,58,70,58,58,97,45,81,85,Robotics / Automation
79,68,73,87,73,62,16,51,65,63,Cybersecurity
79,62,60,49,11,49,50,64,56,92,Robotics / Automation
62,100,58,53,53,78,13,83,67,69,Civil Engineering
79,70,67,100,50,38,34,74,87,33,Electronics & Communication
83,64,63,65,26,41,57,43,61,78,Cybersecurity
88,67,43,74,91,33,63,53,99,67,Software Development
51,100,55,72,23,60,90,52,87,74,Mechanical Engineering
78,67,65,82,16,11,98,96,64,50,Civil Engineering
97,83,92,56,33,25,32,29,47,53,Robotics / Automation
79,74,75,99,64,71,98,94,70,69,Robotics / Automation
71,65,78,42,27,50,88,18,59,33,Data Science / AI
71,69,56,94,20,32,45,100,22,41,Civil Engineering
59,69,74,99,57,74,42,78,76,79,Civil Engineering
74,86,80,77,17,10,78,11,23,90,Robotics / Automation
58,50,71,65,71,73,81,26,35,40,Cybersecurity
88,83,67,54,83,86,55,66,11,64,Cloud / DevOps
82,56,58,57,27,62,43,31,91,84,Electrical Engineering
72,89,69,67,28,24,31,16,36,97,Mechanical Engineering
52,80,58,77,39,71,53,39,65,74,Electrical Engineering
69,84,67,73,78,16,69,80,54,51,Civil Engineering
82,100,83,73,57,43,75,32,49,46,Mechanical Engineering
75,64,55,65,95,81,98,39,74,71,Cybersecurity
63,81,53,98,56,44,16,14,96,84,Mechanical Engineering
86,72,70,64,49,93,57,46,93,89,Electronics & Communication
79,88,59,47,28,35,19,24,27,54,Cybersecurity
85,76,53,61,67,46,78,88,72,40,Robotics / Automation
62,61,65,70,66,60,36,41,95,67,Cybersecurity
65,60,66,78,72,31,13,34,81,98,Electrical Engineering
70,89,77,46,97,31,19,70,55,31,Electronics & Communication
82,81,63,48,17,18,87,59,41,35,Robotics / Automation
75,71,53,48,52,91,34,14,59,59,Civil Engineering
73,68,63,73,79,74,28,44,89,59,Cybersecurity
58,65,77,68,39,49,11,14,99,43,Electronics & Communication
49,64,53,79,18,60,66,70,74,66,Electronics & Communication
79,47,81,54,18,64,54,32,45,62,Mechanical Engineering
98,71,51,54,95,56,43,43,64,36,Data Science / AI
80,66,68,100,78,56,98,18,70,57,Cloud / DevOps
64,72,91,79,100,80,23,11,92,71,Cloud / DevOps
50,79,52,100,92,86,25,28,78,88,Electronics & Communication
62,100,92,60,75,94,42,78,59,84,Civil Engineering
75,83,81,82,85,77,75,29,98,37,Cybersecurity
93,70,64,68,50,71,84,99,27,91,Civil Engineering
87,77,74,89,23,45,67,97,27,62,Civil Engineering
44,76,73,100,58,39,14,21,86,99,Electrical Engineering
52,95,71,83,100,42,32,44,26,56,Electronics & Communication
100,80,76,79,93,38,85,67,30,96,Data Science / AI
67,71,59,74,40,82,23,29,24,100,Robotics / Automation
40,78,68,68,13,60,30,82,36,52,Civil Engineering
78,50,98,73,76,75,16,83,81,57,Data Science / AI
72,57,70,99,28,25,15,24,11,53,Cloud / DevOps
90,84,78,68,32,10,12,18,98,96,Electronics & Communication
53,68,66,93,69,65,58,24,15,33,Electronics & Communication
79,96,87,66,90,86,95,81,96,91,Cloud / DevOps
48,92,90,50,25,11,80,20,47,54,Robotics / Automation
97,77,72,100,59,21,46,17,40,100,Mechanical Engineering
95,81,77,86,50,93,41,92,20,95,Civil Engineering
68,71,56,69,16,71,45,63,80,47,Electrical Engineering
69,62,72,69,50,49,62,85,50,42,Software Development
82,47,68,77,10,35,12,68,61,53,Software Development
70,69,46,81,57,45,52,85,58,86,Civil Engineering
84,79,85,78,19,52,12,98,15,85,Civil Engineering
82,74,80,46,65,95,59,64,44,41,Data Science / AI
61,95,40,72,11,92,60,57,48,41,Data Science / AI
92,70,63,77,100,38,46,10,67,99,Cybersecurity
69,72,59,94,22,61,88,85,44,90,Mechanical Engineering
96,69,49,65,76,88,11,57,81,54,Cloud / DevOps
72,79,54,61,63,80,35,47,80,48,Electronics & Communication
82,86,60,51,78,82,82,89,61,50,Cloud / DevOps
100,83,65,90,87,68,11,77,39,99,Cloud / DevOps
73,85,72,76,81,81,76,91,82,45,Cloud / DevOps
73,50,99,58,77,97,94,92,72,39,Cybersecurity
54,68,55,74,13,57,85,64,33,76,Robotics / Automation
85,86,82,69,19,82,68,58,12,60,Cybersecurity
75,78,43,85,12,21,26,65,99,75,Electronics & Communication
53,100,63,71,90,76,83,81,33,78,Mechanical Engineering
63,62,100,91,48,20,80,10,83,77,Cybersecurity
51,94,87,69,19,69,56,52,75,70,Data Science / AI
79,71,99,60,68,72,68,47,100,41,Electrical Engineering
77,65,48,100,72,47,59,87,33,39,Data Science / AI
57,75,43,67,79,96,92,80,28,65,Mechanical Engineering
81,59,78,70,87,85,61,27,65,64,Data Science / AI
92,92,61,76,30,28,87,71,52,95,Mechanical Engineering
77,81,70,78,67,16,100,43,56,64,Mechanical Engineering
71,73,89,86,23,80,54,97,47,77,Civil Engineering
85,82,67,80,72,15,50,65,74,46,Electrical Engineering
58,91,40,73,83,28,26,56,73,30,Software Development
92,51,75,62,16,18,90,61,38,73,Electrical Engineering
69,86,72,40,45,16,68,31,37,47,Mechanical Engineering
60,86,76,100,70,32,74,30,81,71,Robotics / Automation
100,66,100,75,10,17,21,72,76,96,Electrical Engineering
60,62,40,100,30,98,43,67,40,41,Cybersecurity
98,56,66,76,63,19,59,79,57,30,Robotics / Automation
60,45,66,69,18,17,54,81,92,37,Data Science / AI
69,75,91,69,24,83,57,10,88,52,Electronics & Communication
77,82,78,63,23,94,21,50,33,84,Data Science / AI
76,80,53,97,15,56,39,66,16,47,Cloud / DevOps
96,61,72,86,15,14,69,19,65,70,Software Development
66,79,72,48,10,71,42,99,93,41,Electronics & Communication
81,55,84,62,81,51,99,47,39,48,Cloud / DevOps
72,92,77,55,62,85,81,83,37,82,Robotics / Automation
59,63,75,81,26,86,42,45,70,44,Electrical Engineering
62,54,74,71,21,89,75,28,70,55,Mechanical Engineering
100,72,97,53,78,20,37,19,14,63,Cybersecurity
51,55,87,100,15,29,55,81,94,81,Cloud / DevOps
63,65,52,42,97,33,18,69,47,57,Civil Engineering
85,75,70,49,66,42,77,40,53,49,Robotics / Automation
99,64,78,48,77,17,61,44,79,85,Software Development
72,76,74,77,64,67,34,85,80,58,Electronics & Communication
82,55,72,77,48,79,74,34,80,68,Electrical Engineering
78,73,50,51,50,39,58,90,48,81,Civil Engineering
41,84,82,90,27,79,16,52,52,36,Robotics / Automation
